venta_id,ts,sku,categoria,rider_id,ciudad,monto_ars,canal
S000299,2026-05-13T01:00:00+00:00,SKU016,recarga,R0042,Buenos Aires,5990,web
S000300,2026-02-05T02:00:00+00:00,SKU001,pase,R0042,Cordoba,9790,app
S000301,2026-04-23T21:00:00+00:00,SKU029,accesorio,R0110,Cordoba,1890,app
S000302,2026-04-01T12:00:00+00:00,SKU022,accesorio,R0069,Cordoba,3290,app
S000303,2026-03-26T06:00:00+00:00,SKU027,accesorio,R0021,Cordoba,3290,app
S000304,2026-04-13T11:00:00+00:00,SKU031,seguro,R0111,Buenos Aires,9990,app
S000305,2026-05-16T11:00:00+00:00,SKU027,accesorio,R0063,Buenos Aires,9990,app
S000306,2026-01-20T19:00:00+00:00,SKU031,seguro,R0001,Buenos Aires,9990,app
S000307,2026-03-27T22:00:00+00:00,SKU016,recarga,R0103,Buenos Aires,5990,estacion
S000308,2026-03-17T21:00:00+00:00,SKU006,pase,R0097,Cordoba,9790,app
S000309,2026-06-01T00:00:00+00:00,SKU018,recarga,R0011,Buenos Aires,3490,web
S000310,2026-04-26T01:00:00+00:00,SKU008,pase,R0115,Buenos Aires,1990,web
S000311,2026-05-22T16:00:00+00:00,SKU011,recarga,R0022,Cordoba,9790,app
S000312,2026-03-27T12:00:00+00:00,SKU011,recarga,R0090,Buenos Aires,3490,app
S000313,2026-03-07T03:00:00+00:00,SKU035,seguro,R0108,Cordoba,9790,app
S000314,2026-01-21T00:00:00+00:00,SKU017,recarga,R0033,Buenos Aires,5990,estacion
S000315,2026-03-30T11:00:00+00:00,SKU019,recarga,R0059,Buenos Aires,3490,estacion
S000316,2026-04-12T23:00:00+00:00,SKU038,seguro,R0081,Cordoba,3290,app
S000317,2026-02-25T03:00:00+00:00,SKU020,recarga,R0049,Buenos Aires,1990,app
S000318,2026-05-19T00:00:00+00:00,SKU015,recarga,R0037,Cordoba,3290,app
S000319,2026-01-28T13:00:00+00:00,SKU001,pase,R0068,Buenos Aires,14990,app
S000320,2026-02-08T22:00:00+00:00,SKU002,pase,R0055,Buenos Aires,9990,estacion
S000321,2026-01-17T09:00:00+00:00,SKU024,accesorio,R0113,Cordoba,5790,web
S000322,2026-03-16T07:00:00+00:00,SKU025,accesorio,R0050,Buenos Aires,1990,app
S000323,2026-04-23T03:00:00+00:00,SKU024,accesorio,R0025,Buenos Aires,1990,web
S000324,2026-05-10T11:00:00+00:00,SKU003,pase,R0059,Buenos Aires,3490,app
S000325,2026-05-05T20:00:00+00:00,SKU032,seguro,R0032,Cordoba,9790,app
S000326,2026-05-27T15:00:00+00:00,SKU034,seguro,R0054,Buenos Aires,1990,web
S000327,2026-01-19T00:00:00+00:00,SKU011,recarga,R0098,Buenos Aires,3490,app
S000328,2026-05-06T11:00:00+00:00,SKU030,accesorio,R0112,Buenos Aires,3490,estacion
S000329,2026-02-24T11:00:00+00:00,SKU008,pase,R0070,Buenos Aires,1990,app
S000330,2026-05-02T13:00:00+00:00,SKU027,accesorio,R0083,Cordoba,3290,web
S000331,2026-06-02T09:00:00+00:00,SKU040,seguro,R0101,Cordoba,5790,estacion
S000332,2026-01-31T08:00:00+00:00,SKU018,recarga,R0108,Cordoba,3290,app
S000333,2026-06-11T23:00:00+00:00,SKU033,seguro,R0000,Cordoba,1890,estacion
S000334,2026-02-03T05:00:00+00:00,SKU011,recarga,R0114,Buenos Aires,3490,web
S000335,2026-05-08T22:00:00+00:00,SKU031,seguro,R0057,Buenos Aires,9990,estacion
S000336,2026-02-17T14:00:00+00:00,SKU014,recarga,R0091,Buenos Aires,9990,estacion
S000337,2026-02-19T01:00:00+00:00,SKU038,seguro,R0027,Buenos Aires,1990,app
S000338,2026-03-31T02:00:00+00:00,SKU014,recarga,R0101,Cordoba,3290,app
S000339,2026-04-27T01:00:00+00:00,SKU018,recarga,R0044,Cordoba,3290,app
S000340,2026-04-26T08:00:00+00:00,SKU040,seguro,R0023,Buenos Aires,5990,estacion
S000341,2026-03-20T13:00:00+00:00,SKU013,recarga,R0023,Cordoba,5790,app
S000342,2026-02-12T21:00:00+00:00,SKU022,accesorio,R0092,Buenos Aires,1990,app
S000343,2026-05-27T02:00:00+00:00,SKU011,recarga,R0091,Buenos Aires,3490,app
S000344,2026-05-26T13:00:00+00:00,SKU028,accesorio,R0047,Buenos Aires,5990,app
S000345,2026-04-07T22:00:00+00:00,SKU012,recarga,R0076,Buenos Aires,1990,app
S000346,2026-01-29T05:00:00+00:00,SKU012,recarga,R0102,Cordoba,1890,app
S000347,2026-02-11T22:00:00+00:00,SKU017,recarga,R0060,Buenos Aires,5990,app
S000348,2026-02-15T23:00:00+00:00,SKU030,accesorio,R0075,Cordoba,3290,web
S000349,2026-02-22T09:00:00+00:00,SKU036,seguro,R0072,Cordoba,3290,estacion
S000350,2026-02-02T02:00:00+00:00,SKU005,pase,R0064,Cordoba,5790,estacion
S000351,2026-02-12T03:00:00+00:00,SKU008,pase,R0082,Cordoba,9790,web
S000352,2026-01-23T20:00:00+00:00,SKU029,accesorio,R0043,Buenos Aires,9990,estacion
S000353,2026-03-31T01:00:00+00:00,SKU015,recarga,R0005,Cordoba,3290,app
S000354,2026-02-09T18:00:00+00:00,SKU012,recarga,R0018,Buenos Aires,1990,estacion
S000355,2026-05-18T21:00:00+00:00,SKU039,seguro,R0009,Cordoba,5790,app
S000356,2026-02-06T10:00:00+00:00,SKU038,seguro,R0050,Cordoba,3290,web
S000357,2026-04-18T09:00:00+00:00,SKU039,seguro,R0107,Buenos Aires,14990,estacion
S000358,2026-04-15T10:00:00+00:00,SKU033,seguro,R0092,Buenos Aires,5990,app
S000359,2026-01-27T00:00:00+00:00,SKU018,recarga,R0016,Buenos Aires,3490,app
S000360,2026-04-22T19:00:00+00:00,SKU017,recarga,R0020,Cordoba,1890,app
S000361,2026-02-22T03:00:00+00:00,SKU011,recarga,R0043,Cordoba,9790,app
S000362,2026-03-12T03:00:00+00:00,SKU008,pase,R0090,Buenos Aires,1990,estacion
S000363,2026-04-28T14:00:00+00:00,SKU011,recarga,R0107,Cordoba,9790,app
S000364,2026-03-14T05:00:00+00:00,SKU023,accesorio,R0031,Buenos Aires,14990,estacion
S000365,2026-03-02T06:00:00+00:00,SKU026,accesorio,R0020,Cordoba,3290,estacion
S000366,2026-02-25T15:00:00+00:00,SKU029,accesorio,R0007,Buenos Aires,9990,estacion
S000367,2026-02-17T06:00:00+00:00,SKU009,pase,R0082,Buenos Aires,5990,estacion
S000368,2026-04-29T16:00:00+00:00,SKU017,recarga,R0041,Buenos Aires,5990,app
S000369,2026-03-23T18:00:00+00:00,SKU029,accesorio,R0028,Buenos Aires,9990,app
S000370,2026-06-07T12:00:00+00:00,SKU040,seguro,R0065,Buenos Aires,5990,app
S000371,2026-02-02T13:00:00+00:00,SKU039,seguro,R0092,Buenos Aires,14990,web
S000372,2026-03-11T08:00:00+00:00,SKU010,pase,R0057,Buenos Aires,9990,estacion
S000373,2026-01-26T02:00:00+00:00,SKU014,recarga,R0029,Buenos Aires,9990,app
S000374,2026-05-11T19:00:00+00:00,SKU006,pase,R0068,Cordoba,9790,app
S000375,2026-04-07T08:00:00+00:00,SKU023,accesorio,R0117,Buenos Aires,14990,app
S000376,2026-03-16T16:00:00+00:00,SKU008,pase,R0025,Cordoba,9790,app
S000377,2026-03-29T17:00:00+00:00,SKU015,recarga,R0070,Buenos Aires,9990,web
S000378,2026-05-30T21:00:00+00:00,SKU021,accesorio,R0087,Cordoba,1890,app
S000379,2026-05-23T20:00:00+00:00,SKU030,accesorio,R0093,Buenos Aires,3490,app
S000380,2026-01-22T12:00:00+00:00,SKU002,pase,R0095,Cordoba,3290,app
S000381,2026-05-30T20:00:00+00:00,SKU014,recarga,R0039,Cordoba,3290,web
S000382,2026-05-25T21:00:00+00:00,SKU034,seguro,R0064,Buenos Aires,1990,app
S000383,2026-01-16T05:00:00+00:00,SKU003,pase,R0042,Buenos Aires,3490,app
S000384,2026-05-24T08:00:00+00:00,SKU010,pase,R0097,Cordoba,1890,app
S000385,2026-02-01T04:00:00+00:00,SKU032,seguro,R0085,Cordoba,9790,app
S000386,2026-04-06T22:00:00+00:00,SKU011,recarga,R0089,Buenos Aires,3490,app
S000387,2026-05-02T19:00:00+00:00,SKU032,seguro,R0011,Cordoba,9790,app
S000388,2026-02-19T19:00:00+00:00,SKU018,recarga,R0034,Cordoba,3290,app
S000389,2026-02-01T18:00:00+00:00,SKU006,pase,R0018,Buenos Aires,9990,estacion
S000390,2026-04-09T08:00:00+00:00,SKU005,pase,R0096,Buenos Aires,5990,app
S000391,2026-02-07T06:00:00+00:00,SKU039,seguro,R0090,Cordoba,5790,app
S000392,2026-01-21T05:00:00+00:00,SKU001,pase,R0085,Buenos Aires,14990,app
S000393,2026-02-03T21:00:00+00:00,SKU019,recarga,R0090,Cordoba,5790,app
S000394,2026-03-30T01:00:00+00:00,SKU025,accesorio,R0061,Buenos Aires,1990,app
S000395,2026-04-22T22:00:00+00:00,SKU008,pase,R0109,Buenos Aires,1990,web
S000396,2026-05-22T07:00:00+00:00,SKU028,accesorio,R0103,Cordoba,9790,app
S000397,2026-02-13T15:00:00+00:00,SKU003,pase,R0067,Buenos Aires,3490,app
S000398,2026-04-24T13:00:00+00:00,SKU014,recarga,R0004,Buenos Aires,9990,web
S000399,2026-04-04T17:00:00+00:00,SKU003,pase,R0100,Cordoba,1890,estacion
S000400,2026-05-20T16:00:00+00:00,SKU019,recarga,R0079,Buenos Aires,3490,web
S000401,2026-02-22T11:00:00+00:00,SKU003,pase,R0101,Buenos Aires,3490,app
S000402,2026-03-24T14:00:00+00:00,SKU030,accesorio,R0062,Cordoba,3290,app
S000403,2026-05-23T11:00:00+00:00,SKU010,pase,R0086,Buenos Aires,9990,app
S000404,2026-03-13T13:00:00+00:00,SKU029,accesorio,R0016,Cordoba,1890,estacion
S000405,2026-05-22T13:00:00+00:00,SKU006,pase,R0040,Cordoba,9790,web
S000406,2026-03-26T17:00:00+00:00,SKU010,pase,R0063,Cordoba,1890,app
S000407,2026-02-26T17:00:00+00:00,SKU037,seguro,R0116,Cordoba,5790,app
S000408,2026-06-09T22:00:00+00:00,SKU040,seguro,R0082,Cordoba,5790,estacion
S000409,2026-02-13T16:00:00+00:00,SKU006,pase,R0009,Buenos Aires,9990,estacion
S000410,2026-04-09T09:00:00+00:00,SKU016,recarga,R0029,Buenos Aires,5990,app
S000411,2026-04-23T10:00:00+00:00,SKU001,pase,R0075,Buenos Aires,14990,app
S000412,2026-03-02T08:00:00+00:00,SKU031,seguro,R0040,Cordoba,1890,app
S000413,2026-05-24T03:00:00+00:00,SKU034,seguro,R0061,Cordoba,5790,app
S000414,2026-05-31T00:00:00+00:00,SKU025,accesorio,R0113,Cordoba,9790,app
S000415,2026-03-13T11:00:00+00:00,SKU033,seguro,R0096,Cordoba,1890,web
S000416,2026-04-13T14:00:00+00:00,SKU003,pase,R0053,Buenos Aires,3490,web
S000417,2026-02-13T16:00:00+00:00,SKU013,recarga,R0035,Cordoba,5790,app
S000418,2026-01-28T23:00:00+00:00,SKU023,accesorio,R0012,Buenos Aires,14990,estacion
S000419,2026-04-05T21:00:00+00:00,SKU015,recarga,R0102,Buenos Aires,9990,estacion
S000420,2026-02-02T11:00:00+00:00,SKU027,accesorio,R0096,Cordoba,3290,app
S000421,2026-03-07T09:00:00+00:00,SKU002,pase,R0096,Cordoba,3290,estacion
S000422,2026-03-13T05:00:00+00:00,SKU038,seguro,R0012,Buenos Aires,1990,estacion
S000423,2026-03-19T07:00:00+00:00,SKU009,pase,R0056,Cordoba,9790,app
S000424,2026-01-17T13:00:00+00:00,SKU004,pase,R0035,Buenos Aires,9990,web
S000425,2026-03-07T05:00:00+00:00,SKU005,pase,R0009,Cordoba,5790,estacion
S000426,2026-06-01T07:00:00+00:00,SKU023,accesorio,R0028,Buenos Aires,14990,app
S000427,2026-04-14T23:00:00+00:00,SKU033,seguro,R0090,Cordoba,1890,app
S000428,2026-03-06T14:00:00+00:00,SKU035,seguro,R0013,Cordoba,9790,app
S000429,2026-05-26T06:00:00+00:00,SKU038,seguro,R0007,Cordoba,3290,app
S000430,2026-05-23T14:00:00+00:00,SKU009,pase,R0095,Buenos Aires,5990,app
S000431,2026-03-07T01:00:00+00:00,SKU010,pase,R0074,Cordoba,1890,app
S000432,2026-04-09T18:00:00+00:00,SKU024,accesorio,R0117,Cordoba,5790,estacion
S000433,2026-04-03T09:00:00+00:00,SKU004,pase,R0109,Buenos Aires,9990,estacion
S000434,2026-05-28T20:00:00+00:00,SKU038,seguro,R0081,Buenos Aires,1990,app
S000435,2026-03-14T11:00:00+00:00,SKU010,pase,R0105,Cordoba,1890,web
S000436,2026-05-29T20:00:00+00:00,SKU038,seguro,R0061,Buenos Aires,1990,app
S000437,2026-06-05T10:00:00+00:00,SKU002,pase,R0087,Buenos Aires,9990,app
S000438,2026-02-28T05:00:00+00:00,SKU020,recarga,R0017,Buenos Aires,1990,app
S000439,2026-02-20T11:00:00+00:00,SKU003,pase,R0014,Cordoba,1890,web
S000440,2026-01-26T03:00:00+00:00,SKU026,accesorio,R0105,Cordoba,3290,estacion
S000441,2026-03-27T03:00:00+00:00,SKU040,seguro,R0013,Cordoba,5790,estacion
S000442,2026-05-26T04:00:00+00:00,SKU030,accesorio,R0072,Buenos Aires,3490,estacion
S000443,2026-05-30T10:00:00+00:00,SKU018,recarga,R0095,Cordoba,3290,web
S000444,2026-02-03T21:00:00+00:00,SKU026,accesorio,R0064,Buenos Aires,9990,app
S000445,2026-03-17T04:00:00+00:00,SKU036,seguro,R0062,Buenos Aires,9990,web
S000446,2026-04-23T20:00:00+00:00,SKU003,pase,R0117,Cordoba,1890,web
S000447,2026-03-03T10:00:00+00:00,SKU026,accesorio,R0062,Buenos Aires,9990,estacion
S000448,2026-02-23T15:00:00+00:00,SKU008,pase,R0038,Cordoba,9790,estacion
S000449,2026-06-12T13:00:00+00:00,SKU036,seguro,R0008,Cordoba,3290,web
S000450,2026-05-03T11:00:00+00:00,SKU034,seguro,R0067,Buenos Aires,1990,app
S000451,2026-04-17T08:00:00+00:00,SKU016,recarga,R0000,Cordoba,1890,web
S000452,2026-05-01T07:00:00+00:00,SKU003,pase,R0003,Buenos Aires,3490,estacion
S000453,2026-05-23T07:00:00+00:00,SKU002,pase,R0005,Cordoba,3290,web
S000454,2026-04-01T06:00:00+00:00,SKU030,accesorio,R0002,Buenos Aires,3490,estacion
S000455,2026-04-19T03:00:00+00:00,SKU027,accesorio,R0066,Cordoba,3290,web
S000456,2026-04-05T00:00:00+00:00,SKU024,accesorio,R0070,Cordoba,5790,app
S000457,2026-03-25T21:00:00+00:00,SKU029,accesorio,R0064,Cordoba,1890,estacion
S000458,2026-04-08T20:00:00+00:00,SKU024,accesorio,R0078,Cordoba,5790,web
S000459,2026-01-31T18:00:00+00:00,SKU010,pase,R0063,Buenos Aires,9990,web
S000460,2026-02-20T11:00:00+00:00,SKU011,recarga,R0028,Cordoba,9790,app
S000461,2026-02-20T11:00:00+00:00,SKU012,recarga,R0064,Buenos Aires,1990,app
S000462,2026-03-21T09:00:00+00:00,SKU023,accesorio,R0017,Buenos Aires,14990,estacion
S000463,2026-04-27T11:00:00+00:00,SKU037,seguro,R0042,Cordoba,5790,app
S000464,2026-02-09T05:00:00+00:00,SKU024,accesorio,R0101,Cordoba,5790,app
S000465,2026-01-25T15:00:00+00:00,SKU004,pase,R0070,Buenos Aires,9990,web
S000466,2026-05-06T23:00:00+00:00,SKU040,seguro,R0074,Buenos Aires,5990,app
S000467,2026-01-20T16:00:00+00:00,SKU018,recarga,R0061,Cordoba,3290,app
S000468,2026-02-11T13:00:00+00:00,SKU040,seguro,R0040,Cordoba,5790,web
S000469,2026-02-19T18:00:00+00:00,SKU003,pase,R0020,Cordoba,1890,app
S000470,2026-02-01T14:00:00+00:00,SKU014,recarga,R0010,Buenos Aires,9990,app
S000471,2026-05-22T11:00:00+00:00,SKU021,accesorio,R0035,Buenos Aires,9990,web
S000472,2026-01-19T16:00:00+00:00,SKU039,seguro,R0101,Cordoba,5790,app
S000473,2026-03-10T12:00:00+00:00,SKU034,seguro,R0112,Cordoba,5790,web
S000474,2026-04-21T14:00:00+00:00,SKU040,seguro,R0000,Cordoba,5790,app
S000475,2026-04-24T10:00:00+00:00,SKU029,accesorio,R0061,Buenos Aires,9990,app
S000476,2026-05-31T10:00:00+00:00,SKU028,accesorio,R0011,Cordoba,9790,web
S000477,2026-04-20T18:00:00+00:00,SKU036,seguro,R0067,Buenos Aires,9990,estacion
S000478,2026-04-25T18:00:00+00:00,SKU024,accesorio,R0026,Buenos Aires,1990,app
S000479,2026-03-01T16:00:00+00:00,SKU033,seguro,R0048,Cordoba,1890,app
S000480,2026-05-24T09:00:00+00:00,SKU019,recarga,R0096,Buenos Aires,3490,web
S000481,2026-05-08T17:00:00+00:00,SKU032,seguro,R0084,Buenos Aires,5990,app
S000482,2026-03-01T04:00:00+00:00,SKU018,recarga,R0027,Cordoba,3290,web
S000483,2026-01-16T00:00:00+00:00,SKU001,pase,R0078,Buenos Aires,14990,app
S000484,2026-03-18T07:00:00+00:00,SKU032,seguro,R0087,Cordoba,9790,app
S000485,2026-05-13T21:00:00+00:00,SKU021,accesorio,R0026,Cordoba,1890,app
S000486,2026-01-31T03:00:00+00:00,SKU015,recarga,R0022,Cordoba,3290,estacion
S000487,2026-05-12T23:00:00+00:00,SKU017,recarga,R0006,Cordoba,1890,estacion
S000488,2026-05-23T21:00:00+00:00,SKU036,seguro,R0045,Cordoba,3290,estacion
S000489,2026-02-26T02:00:00+00:00,SKU013,recarga,R0053,Cordoba,5790,app
S000490,2026-06-13T08:00:00+00:00,SKU022,accesorio,R0030,Cordoba,3290,estacion
S000491,2026-03-02T22:00:00+00:00,SKU039,seguro,R0109,Buenos Aires,14990,estacion
S000492,2026-01-25T00:00:00+00:00,SKU001,pase,R0079,Buenos Aires,14990,web
S000493,2026-03-15T03:00:00+00:00,SKU019,recarga,R0050,Buenos Aires,3490,estacion
S000494,2026-05-04T10:00:00+00:00,SKU035,seguro,R0017,Cordoba,9790,estacion
S000495,2026-04-04T16:00:00+00:00,SKU034,seguro,R0004,Buenos Aires,1990,estacion
S000496,2026-03-02T11:00:00+00:00,SKU010,pase,R0043,Cordoba,1890,estacion
S000497,2026-04-08T16:00:00+00:00,SKU008,pase,R0028,Cordoba,9790,web
S000498,2026-05-01T02:00:00+00:00,SKU039,seguro,R0059,Cordoba,5790,estacion
S000499,2026-02-14T07:00:00+00:00,SKU012,recarga,R0100,Cordoba,1890,estacion
S000500,2026-02-17T18:00:00+00:00,SKU020,recarga,R0056,Cordoba,5790,app
S000501,2026-02-09T14:00:00+00:00,SKU032,seguro,R0064,Cordoba,9790,app
S000502,2026-05-26T08:00:00+00:00,SKU037,seguro,R0031,Cordoba,5790,estacion
S000503,2026-03-12T01:00:00+00:00,SKU029,accesorio,R0021,Cordoba,1890,app
S000504,2026-06-02T06:00:00+00:00,SKU026,accesorio,R0106,Buenos Aires,9990,estacion
S000505,2026-04-23T20:00:00+00:00,SKU020,recarga,R0100,Cordoba,5790,app
S000506,2026-03-16T17:00:00+00:00,SKU039,seguro,R0019,Buenos Aires,14990,web
S000507,2026-06-13T18:00:00+00:00,SKU033,seguro,R0102,Cordoba,1890,estacion
S000508,2026-04-12T12:00:00+00:00,SKU014,recarga,R0115,Buenos Aires,9990,app
S000509,2026-03-29T05:00:00+00:00,SKU006,pase,R0056,Cordoba,9790,estacion
S000510,2026-06-05T20:00:00+00:00,SKU024,accesorio,R0032,Cordoba,5790,web
S000511,2026-02-27T17:00:00+00:00,SKU031,seguro,R0114,Cordoba,1890,app
S000512,2026-06-13T05:00:00+00:00,SKU011,recarga,R0078,Buenos Aires,3490,app
S000513,2026-06-11T01:00:00+00:00,SKU026,accesorio,R0070,Buenos Aires,9990,estacion
S000514,2026-03-25T13:00:00+00:00,SKU029,accesorio,R0010,Cordoba,1890,web
S000515,2026-05-20T20:00:00+00:00,SKU024,accesorio,R0010,Buenos Aires,1990,web
S000516,2026-06-10T22:00:00+00:00,SKU008,pase,R0056,Cordoba,9790,web
S000517,2026-03-20T12:00:00+00:00,SKU006,pase,R0064,Buenos Aires,9990,estacion
S000518,2026-03-13T07:00:00+00:00,SKU003,pase,R0072,Cordoba,1890,app
S000519,2026-05-04T14:00:00+00:00,SKU015,recarga,R0042,Buenos Aires,9990,app
S000520,2026-03-11T19:00:00+00:00,SKU029,accesorio,R0013,Buenos Aires,9990,app
S000521,2026-06-12T17:00:00+00:00,SKU027,accesorio,R0055,Buenos Aires,9990,estacion
S000522,2026-02-04T03:00:00+00:00,SKU031,seguro,R0033,Buenos Aires,9990,web
S000523,2026-03-29T16:00:00+00:00,SKU014,recarga,R0113,Cordoba,3290,app
S000524,2026-02-20T02:00:00+00:00,SKU040,seguro,R0040,Buenos Aires,5990,web
S000525,2026-04-07T17:00:00+00:00,SKU013,recarga,R0022,Cordoba,5790,web
S000526,2026-01-30T20:00:00+00:00,SKU035,seguro,R0094,Cordoba,9790,estacion
S000527,2026-06-11T21:00:00+00:00,SKU026,accesorio,R0119,Buenos Aires,9990,web
S000528,2026-03-14T17:00:00+00:00,SKU013,recarga,R0113,Cordoba,5790,web
S000529,2026-03-23T07:00:00+00:00,SKU025,accesorio,R0058,Buenos Aires,1990,estacion
S000530,2026-02-03T13:00:00+00:00,SKU010,pase,R0090,Buenos Aires,9990,app
S000531,2026-06-09T04:00:00+00:00,SKU012,recarga,R0116,Buenos Aires,1990,web
S000532,2026-03-01T16:00:00+00:00,SKU017,recarga,R0017,Cordoba,1890,web
S000533,2026-02-22T11:00:00+00:00,SKU030,accesorio,R0099,Cordoba,3290,estacion
S000534,2026-05-31T10:00:00+00:00,SKU033,seguro,R0071,Cordoba,1890,estacion
S000535,2026-03-20T07:00:00+00:00,SKU027,accesorio,R0030,Buenos Aires,9990,web
S000536,2026-03-24T06:00:00+00:00,SKU031,seguro,R0073,Cordoba,1890,web
S000537,2026-03-12T09:00:00+00:00,SKU018,recarga,R0058,Buenos Aires,3490,estacion
S000538,2026-02-02T11:00:00+00:00,SKU005,pase,R0048,Buenos Aires,5990,app
S000539,2026-05-09T20:00:00+00:00,SKU039,seguro,R0005,Buenos Aires,14990,web
S000540,2026-02-15T18:00:00+00:00,SKU024,accesorio,R0078,Buenos Aires,1990,app
S000541,2026-03-29T22:00:00+00:00,SKU010,pase,R0081,Cordoba,1890,app
S000542,2026-02-12T02:00:00+00:00,SKU025,accesorio,R0047,Cordoba,9790,app
S000543,2026-05-16T17:00:00+00:00,SKU022,accesorio,R0049,Buenos Aires,1990,web
S000544,2026-01-24T20:00:00+00:00,SKU020,recarga,R0094,Buenos Aires,1990,web
S000545,2026-05-30T12:00:00+00:00,SKU036,seguro,R0008,Cordoba,3290,web
S000546,2026-01-15T13:00:00+00:00,SKU001,pase,R0109,Buenos Aires,14990,web
S000547,2026-05-25T09:00:00+00:00,SKU035,seguro,R0090,Cordoba,9790,app
S000548,2026-06-05T02:00:00+00:00,SKU018,recarga,R0030,Cordoba,3290,app
S000549,2026-05-12T14:00:00+00:00,SKU023,accesorio,R0020,Buenos Aires,14990,app
S000550,2026-03-02T18:00:00+00:00,SKU015,recarga,R0100,Buenos Aires,9990,web
S000551,2026-05-04T01:00:00+00:00,SKU014,recarga,R0086,Buenos Aires,9990,app
S000552,2026-01-31T16:00:00+00:00,SKU027,accesorio,R0025,Cordoba,3290,app
S000553,2026-01-30T12:00:00+00:00,SKU014,recarga,R0004,Cordoba,3290,app
S000554,2026-04-17T20:00:00+00:00,SKU022,accesorio,R0027,Cordoba,3290,web
S000555,2026-02-16T01:00:00+00:00,SKU033,seguro,R0016,Cordoba,1890,estacion
S000556,2026-03-16T04:00:00+00:00,SKU024,accesorio,R0103,Cordoba,5790,app
S000557,2026-04-01T09:00:00+00:00,SKU012,recarga,R0094,Cordoba,1890,web
S000558,2026-01-17T04:00:00+00:00,SKU040,seguro,R0032,Cordoba,5790,web
S000559,2026-02-26T00:00:00+00:00,SKU016,recarga,R0027,Cordoba,1890,app
S000560,2026-02-16T11:00:00+00:00,SKU009,pase,R0072,Cordoba,9790,app
S000561,2026-02-18T23:00:00+00:00,SKU024,accesorio,R0016,Buenos Aires,1990,estacion
S000562,2026-05-27T05:00:00+00:00,SKU005,pase,R0038,Cordoba,5790,web
S000563,2026-01-20T09:00:00+00:00,SKU028,accesorio,R0085,Buenos Aires,5990,estacion
S000564,2026-05-10T08:00:00+00:00,SKU004,pase,R0091,Buenos Aires,9990,estacion
S000565,2026-04-19T11:00:00+00:00,SKU039,seguro,R0092,Buenos Aires,14990,estacion
S000566,2026-01-24T06:00:00+00:00,SKU004,pase,R0093,Cordoba,1890,app
S000567,2026-05-04T19:00:00+00:00,SKU015,recarga,R0071,Cordoba,3290,app
S000568,2026-04-23T10:00:00+00:00,SKU033,seguro,R0084,Buenos Aires,5990,app
S000569,2026-01-26T10:00:00+00:00,SKU015,recarga,R0079,Buenos Aires,9990,app
S000570,2026-04-21T02:00:00+00:00,SKU002,pase,R0077,Buenos Aires,9990,web
S000571,2026-04-19T08:00:00+00:00,SKU020,recarga,R0109,Cordoba,5790,app
S000572,2026-01-27T11:00:00+00:00,SKU013,recarga,R0093,Cordoba,5790,app
S000573,2026-02-18T10:00:00+00:00,SKU032,seguro,R0098,Buenos Aires,5990,web
S000574,2026-02-23T11:00:00+00:00,SKU040,seguro,R0065,Cordoba,5790,estacion
S000575,2026-02-22T12:00:00+00:00,SKU036,seguro,R0067,Buenos Aires,9990,estacion
S000576,2026-04-14T15:00:00+00:00,SKU012,recarga,R0086,Buenos Aires,1990,web
S000577,2026-03-20T18:00:00+00:00,SKU011,recarga,R0019,Buenos Aires,3490,app
S000578,2026-06-09T17:00:00+00:00,SKU026,accesorio,R0115,Buenos Aires,9990,app
S000579,2026-04-02T02:00:00+00:00,SKU006,pase,R0054,Buenos Aires,9990,estacion
S000580,2026-03-16T15:00:00+00:00,SKU018,recarga,R0043,Buenos Aires,3490,web
S000581,2026-04-24T23:00:00+00:00,SKU034,seguro,R0068,Cordoba,5790,web
S000582,2026-03-17T18:00:00+00:00,SKU033,seguro,R0025,Cordoba,1890,app
S000583,2026-04-23T20:00:00+00:00,SKU030,accesorio,R0023,Buenos Aires,3490,app
S000584,2026-05-03T20:00:00+00:00,SKU039,seguro,R0090,Buenos Aires,14990,app
S000585,2026-03-04T06:00:00+00:00,SKU022,accesorio,R0078,Cordoba,3290,app
S000586,2026-04-02T14:00:00+00:00,SKU016,recarga,R0093,Cordoba,1890,app
S000587,2026-04-05T13:00:00+00:00,SKU026,accesorio,R0069,Buenos Aires,9990,estacion
S000588,2026-04-20T16:00:00+00:00,SKU031,seguro,R0067,Cordoba,1890,web
S000589,2026-05-31T20:00:00+00:00,SKU028,accesorio,R0081,Buenos Aires,5990,web
S000590,2026-05-04T23:00:00+00:00,SKU021,accesorio,R0069,Buenos Aires,9990,app
S000591,2026-04-22T04:00:00+00:00,SKU002,pase,R0006,Cordoba,3290,web
S000592,2026-04-28T11:00:00+00:00,SKU017,recarga,R0063,Buenos Aires,5990,estacion
S000593,2026-03-23T09:00:00+00:00,SKU003,pase,R0002,Cordoba,1890,web
S000594,2026-04-09T16:00:00+00:00,SKU040,seguro,R0095,Buenos Aires,5990,app
S000595,2026-05-10T21:00:00+00:00,SKU027,accesorio,R0081,Buenos Aires,9990,web
S000596,2026-04-22T00:00:00+00:00,SKU025,accesorio,R0058,Buenos Aires,1990,app
